project_id,project_name,sector,state,original_cost,revised_cost,planned_duration_months,project_age_months,physical_progress,financial_progress,milestones_total,milestones_delayed,land_acquisition_pending,clearance_pending,funding_issue,contractor_issue,previous_schedule_deviation,actual_delay_months,actual_cost_overrun_percentage,final_status,primary_delay_cause,intervention_taken,intervention_outcome
HIST-00828,Rajasthan National Highway Widening - Phase 3,Roads,Rajasthan,533.8,572.4,42,58,100.0,96.2,9,0,1,0,0,0,-0.0,7,6.4,Delayed,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-00829,Rajasthan Solar Power Park - Phase 2,Power,Rajasthan,651.7,651.7,65,34,55.0,55.1,16,1,1,0,0,0,9.1,1,0.6,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00830,Kerala Affordable Housing Scheme - Phase 1,Urban Development,Kerala,279.9,301.9,34,79,94.6,87.3,6,1,1,0,0,0,7.7,4,5.2,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-00831,West Bengal Airport Terminal Development - Phase 1,Airports,West Bengal,301.4,349.8,64,85,94.4,83.2,15,2,0,0,1,1,8.6,3,9.6,Delayed,Milestone slippage,Additional Funding Approval,Successful
HIST-00832,Madhya Pradesh Smart City Development - Phase 3,Urban Development,Madhya Pradesh,828.6,914.3,28,12,39.1,53.3,8,2,0,0,0,1,5.2,1,7.5,Under Review,No material delay,Contractor Replacement,Partially Successful
HIST-00833,Haryana Airport Cargo Complex - Phase 2,Airports,Haryana,1113.7,1180.4,36,74,94.8,89.4,8,0,1,0,0,0,0.1,0,6.1,Completed with Cost Overrun,No material delay,No Major Intervention,Not Applicable
HIST-00834,Telangana Runway Expansion Project - Phase 1,Airports,Telangana,214.9,223.2,42,51,100.0,100.0,11,1,0,1,0,0,3.6,1,4.7,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00835,Gujarat Transmission Line Augmentation - Phase 2,Power,Gujarat,25.0,27.1,18,36,97.7,95.2,5,0,0,1,1,0,-5.8,0,2.7,Completed,No material delay,Additional Funding Approval,Successful
HIST-00836,Andhra Pradesh Railway Electrification Project - Phase 3,Railways,Andhra Pradesh,582.2,585.6,44,36,84.5,65.7,10,0,1,0,0,0,-2.8,0,1.2,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00837,Odisha Airport Cargo Complex - Phase 3,Airports,Odisha,262.0,267.3,31,10,32.2,13.5,9,0,0,0,0,1,12.4,0,1.4,Under Review,No material delay,Contractor Replacement,Successful
HIST-00838,Odisha Water Supply Augmentation - Phase 3,Water Resources,Odisha,354.6,380.7,46,69,100.0,97.9,7,1,1,0,0,0,8.6,8,9.1,Delayed,Land acquisition,Land Acquisition Task Force,No Significant Improvement
HIST-00839,Gujarat National Highway Widening - Phase 3,Roads,Gujarat,226.2,252.0,36,33,86.0,93.5,9,1,1,0,0,1,4.5,0,12.4,Completed with Cost Overrun,No material delay,No Major Intervention,Not Applicable
HIST-00840,West Bengal Smart City Development - Phase 1,Urban Development,West Bengal,370.5,373.7,51,21,33.1,16.9,11,0,0,0,0,0,-1.2,0,1.4,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00841,Tamil Nadu Transmission Line Augmentation - Phase 2,Power,Tamil Nadu,136.7,139.4,39,73,87.9,98.5,7,1,0,0,0,0,7.4,0,2.9,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00842,Haryana River Interlinking Scheme - Phase 3,Water Resources,Haryana,46.0,50.7,44,72,90.2,95.3,13,0,1,0,0,1,4.8,3,8.2,Delayed,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-00843,Jharkhand Freight Corridor Development - Phase 3,Railways,Jharkhand,607.9,679.6,40,85,100.0,100.0,12,2,1,0,0,0,7.9,12,12.3,Delayed,Land acquisition,Land Acquisition Task Force,No Significant Improvement
HIST-00844,West Bengal Rail Line Doubling - Phase 3,Railways,West Bengal,239.4,256.5,34,40,100.0,100.0,7,3,0,0,0,0,8.0,5,5.5,Under Review,Milestone slippage,Milestone Restructuring,Partially Successful
HIST-00845,Rajasthan State Highway Upgradation - Phase 1,Roads,Rajasthan,288.9,299.2,50,10,27.4,35.6,10,0,0,0,0,0,2.2,0,3.0,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00846,Andhra Pradesh Port Terminal Expansion - Phase 2,Ports,Andhra Pradesh,286.3,324.8,38,80,97.1,97.5,9,0,1,0,1,0,5.6,7,12.1,Delayed,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-00847,West Bengal Transmission Line Augmentation - Phase 3,Power,West Bengal,317.9,326.3,37,60,100.0,99.6,9,0,0,0,0,0,-0.4,0,1.5,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00848,Karnataka River Interlinking Scheme - Phase 3,Water Resources,Karnataka,247.4,286.1,39,54,100.0,87.6,10,0,1,1,1,0,-7.1,0,12.5,Completed with Cost Overrun,No material delay,Additional Funding Approval,Partially Successful
HIST-00849,Bihar River Interlinking Scheme - Phase 2,Water Resources,Bihar,234.6,238.2,33,7,26.5,37.8,11,0,0,0,0,0,2.0,1,2.2,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00850,Kerala Airport Cargo Complex - Phase 3,Airports,Kerala,751.0,851.1,34,42,87.5,79.5,7,1,0,0,1,0,6.1,5,14.0,Delayed,Funding release,Additional Funding Approval,No Significant Improvement
HIST-00851,Karnataka Airport Cargo Complex - Phase 1,Airports,Karnataka,1446.3,1550.1,39,64,97.1,100.0,10,1,1,0,0,0,2.8,4,4.3,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-00852,Maharashtra Affordable Housing Scheme - Phase 3,Urban Development,Maharashtra,186.6,196.8,48,7,10.5,19.7,10,0,0,0,0,0,-0.9,0,8.5,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00853,Andhra Pradesh Freight Corridor Development - Phase 2,Railways,Andhra Pradesh,270.3,272.3,12,7,54.4,59.4,4,0,0,0,0,0,-1.3,0,2.1,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00854,Telangana Freight Corridor Development - Phase 3,Railways,Telangana,290.5,349.2,49,17,29.6,28.5,9,2,1,1,0,0,9.5,6,10.4,Under Review,Land acquisition,Land Acquisition Task Force,Successful
HIST-00855,Kerala State Highway Upgradation - Phase 3,Roads,Kerala,618.2,661.8,16,84,100.0,97.0,4,2,0,1,0,0,7.6,0,8.0,Completed with Cost Overrun,No material delay,No Major Intervention,Not Applicable
HIST-00856,Rajasthan Dam Rehabilitation Project - Phase 1,Water Resources,Rajasthan,754.7,829.8,83,51,67.0,65.8,20,0,1,0,0,0,4.3,11,11.6,Under Review,Land acquisition,Land Acquisition Task Force,No Significant Improvement
HIST-00857,Telangana Port Terminal Expansion - Phase 2,Ports,Telangana,1351.0,1412.0,54,57,100.0,100.0,8,1,0,0,0,0,3.5,0,2.9,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00858,Jharkhand Sewerage Network Upgrade - Phase 1,Urban Development,Jharkhand,609.8,609.8,61,24,41.7,28.8,15,0,0,0,0,0,-4.6,1,0.0,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00859,Karnataka Transmission Line Augmentation - Phase 3,Power,Karnataka,284.1,289.8,42,24,59.2,50.5,9,1,0,0,0,0,16.2,0,0.5,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00860,Bihar Urban Renewal Mission - Phase 3,Urban Development,Bihar,581.1,592.8,34,23,58.5,78.9,7,0,0,0,0,0,2.8,0,2.5,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00861,Madhya Pradesh Affordable Housing Scheme - Phase 2,Urban Development,Madhya Pradesh,290.7,298.4,46,44,99.3,100.0,10,1,0,0,0,0,6.7,0,1.8,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00862,Madhya Pradesh Container Yard Development - Phase 2,Ports,Madhya Pradesh,175.6,175.6,12,87,100.0,99.6,4,1,0,0,0,0,-4.4,2,0.6,Delayed,Other execution delay,No Major Intervention,Not Applicable
HIST-00863,Madhya Pradesh State Highway Upgradation - Phase 2,Roads,Madhya Pradesh,370.7,373.1,41,75,99.1,96.3,8,0,0,0,0,0,6.4,4,0.0,Delayed,Other execution delay,No Major Intervention,Not Applicable
HIST-00864,Rajasthan National Highway Widening - Phase 3,Roads,Rajasthan,169.6,169.9,45,46,97.1,83.6,11,0,0,1,0,0,0.5,2,0.7,Delayed,Pending clearance,No Major Intervention,Not Applicable
HIST-00865,Kerala Expressway Corridor - Phase 2,Roads,Kerala,51.2,51.6,60,20,45.7,63.4,15,0,0,0,0,0,1.3,1,0.2,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00866,Jharkhand Metro Rail Extension - Phase 2,Railways,Jharkhand,175.0,184.8,23,18,81.5,79.3,4,1,0,0,0,0,-5.8,1,5.6,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00867,Gujarat Irrigation Canal Modernisation - Phase 1,Water Resources,Gujarat,457.2,465.4,38,72,100.0,100.0,11,0,0,0,0,1,-4.8,0,1.0,Completed,No material delay,Contractor Replacement,Successful
HIST-00868,Tamil Nadu River Interlinking Scheme - Phase 2,Water Resources,Tamil Nadu,1270.8,1315.8,43,69,100.0,100.0,9,1,1,0,0,0,-0.2,12,3.9,Delayed,Land acquisition,Land Acquisition Task Force,No Significant Improvement
HIST-00869,Odisha Freight Corridor Development - Phase 2,Railways,Odisha,290.7,338.7,27,10,40.4,38.4,6,4,0,0,0,1,7.8,4,8.7,Under Review,Milestone slippage,Contractor Replacement,Successful
HIST-00870,Telangana Railway Electrification Project - Phase 1,Railways,Telangana,163.4,179.3,30,81,99.0,100.0,8,2,0,1,0,0,3.8,1,6.2,Completed with Cost Overrun,No material delay,Inter-Department Coordination,Successful
HIST-00871,Karnataka Port Terminal Expansion - Phase 2,Ports,Karnataka,136.9,136.9,59,60,97.1,100.0,14,0,1,0,0,0,0.7,1,0.0,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00872,Telangana Rail Line Doubling - Phase 3,Railways,Telangana,126.7,128.9,59,48,74.9,69.1,16,0,0,1,0,0,-1.4,0,0.4,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00873,West Bengal Transmission Line Augmentation - Phase 2,Power,West Bengal,512.1,536.1,26,49,100.0,100.0,7,0,0,0,0,0,-1.1,0,3.0,Completed,No material delay,Land Acquisition Task Force,Successful
HIST-00874,Rajasthan National Highway Widening - Phase 1,Roads,Rajasthan,159.9,177.5,62,60,97.6,100.0,16,1,1,0,0,0,1.0,0,12.0,Completed with Cost Overrun,No material delay,No Major Intervention,Not Applicable
HIST-00875,Tamil Nadu Sewerage Network Upgrade - Phase 3,Urban Development,Tamil Nadu,211.5,224.9,35,58,81.1,93.1,10,3,0,0,0,1,2.7,9,7.2,Delayed,Milestone slippage,Contractor Replacement,No Significant Improvement
HIST-00876,Andhra Pradesh Thermal Power Plant Modernisation - Phase 2,Power,Andhra Pradesh,381.0,388.9,23,35,100.0,100.0,4,1,0,1,0,0,6.0,6,1.4,Delayed,Pending clearance,Inter-Department Coordination,No Significant Improvement
HIST-00877,Uttar Pradesh Irrigation Canal Modernisation - Phase 2,Water Resources,Uttar Pradesh,296.2,343.5,40,15,51.3,70.0,8,0,1,1,0,1,-12.0,0,13.6,Completed with Cost Overrun,No material delay,Contractor Replacement,Partially Successful
HIST-00878,Bihar Smart City Development - Phase 2,Urban Development,Bihar,115.0,118.8,34,79,92.8,91.5,12,0,0,0,0,0,6.2,1,4.3,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00879,Rajasthan Substation Capacity Expansion - Phase 1,Power,Rajasthan,547.0,594.8,60,14,24.1,38.7,14,3,0,0,0,0,11.1,1,5.7,Under Review,No material delay,Milestone Restructuring,Successful
HIST-00880,Telangana National Highway Widening - Phase 1,Roads,Telangana,1918.6,1961.9,72,7,22.2,27.2,19,0,0,0,0,0,5.4,1,2.9,Under Review,No material delay,Additional Funding Approval,No Significant Improvement
HIST-00881,Telangana Water Supply Augmentation - Phase 2,Water Resources,Telangana,580.5,629.2,45,79,94.6,84.2,13,1,0,1,0,0,10.2,4,7.3,Delayed,Pending clearance,Inter-Department Coordination,Partially Successful
HIST-00882,Telangana Sewerage Network Upgrade - Phase 3,Urban Development,Telangana,294.5,361.6,33,55,95.4,89.1,9,3,0,1,1,1,6.8,12,21.6,Delayed,Milestone slippage,Additional Funding Approval,No Significant Improvement
HIST-00883,Uttar Pradesh Rail Line Doubling - Phase 3,Railways,Uttar Pradesh,66.4,67.4,51,72,100.0,100.0,10,1,0,0,0,0,-0.9,0,0.3,Completed,No material delay,Milestone Restructuring,Partially Successful
HIST-00884,Odisha Airport Cargo Complex - Phase 1,Airports,Odisha,772.9,872.5,57,26,49.2,51.9,11,0,1,1,0,1,1.5,1,6.5,Under Review,No material delay,Contractor Replacement,Successful
HIST-00885,Telangana State Highway Upgradation - Phase 2,Roads,Telangana,465.0,539.1,28,88,95.3,84.8,9,2,1,0,1,0,1.5,7,11.8,Delayed,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-00886,Rajasthan Container Yard Development - Phase 1,Ports,Rajasthan,88.8,96.9,77,64,94.7,86.9,18,1,1,1,0,0,8.9,5,6.2,Under Review,Land acquisition,Land Acquisition Task Force,Successful
HIST-00887,Maharashtra Rail Line Doubling - Phase 2,Railways,Maharashtra,375.1,396.9,49,54,99.7,100.0,9,1,0,1,0,0,6.4,5,6.0,Delayed,Pending clearance,Inter-Department Coordination,No Significant Improvement
HIST-00888,Andhra Pradesh State Highway Upgradation - Phase 2,Roads,Andhra Pradesh,313.5,335.5,45,53,100.0,96.3,13,0,0,0,0,1,-1.1,1,7.8,Completed with Cost Overrun,No material delay,Inter-Department Coordination,No Significant Improvement
HIST-00889,Madhya Pradesh Substation Capacity Expansion - Phase 2,Power,Madhya Pradesh,108.7,116.0,12,66,100.0,90.7,5,0,1,0,0,0,-0.7,0,4.5,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00890,Madhya Pradesh Airport Terminal Development - Phase 1,Airports,Madhya Pradesh,558.4,586.9,12,66,96.5,100.0,4,1,1,0,0,0,1.0,3,2.5,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-00891,Haryana Port Connectivity Corridor - Phase 2,Ports,Haryana,838.1,904.7,24,63,95.4,100.0,6,1,1,0,0,0,2.6,0,8.4,Completed with Cost Overrun,No material delay,No Major Intervention,Not Applicable
HIST-00892,Tamil Nadu Ring Road Development - Phase 2,Roads,Tamil Nadu,184.4,184.4,59,42,70.4,69.6,16,0,0,1,0,0,1.5,0,0.0,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00893,Gujarat State Highway Upgradation - Phase 1,Roads,Gujarat,497.4,546.0,12,57,100.0,92.4,4,2,0,0,0,1,11.0,3,6.7,Delayed,Milestone slippage,Contractor Replacement,Successful
HIST-00894,Odisha Railway Electrification Project - Phase 3,Railways,Odisha,347.6,352.9,41,21,47.2,42.4,9,1,0,1,0,0,3.9,0,2.7,Under Review,No material delay,Milestone Restructuring,Partially Successful
HIST-00895,Telangana Container Yard Development - Phase 1,Ports,Telangana,180.5,196.4,85,24,23.1,38.9,23,0,0,0,1,1,-1.3,0,4.7,Under Review,No material delay,Additional Funding Approval,Successful
HIST-00896,Odisha Port Terminal Expansion - Phase 1,Ports,Odisha,286.0,293.2,63,7,19.8,13.5,14,0,0,0,0,0,-0.8,0,2.3,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00897,Bihar Solar Power Park - Phase 2,Power,Bihar,311.8,375.7,50,68,100.0,91.0,14,2,0,1,1,1,9.7,5,19.9,Delayed,Milestone slippage,Additional Funding Approval,No Significant Improvement
HIST-00898,Madhya Pradesh Railway Electrification Project - Phase 3,Railways,Madhya Pradesh,341.1,346.3,40,20,36.8,38.8,11,3,0,0,0,0,-2.1,1,1.8,Under Review,No material delay,Milestone Restructuring,Partially Successful
HIST-00899,Uttar Pradesh Airport Cargo Complex - Phase 1,Airports,Uttar Pradesh,77.4,80.5,67,32,45.2,47.1,16,1,0,0,0,0,4.5,5,3.6,Under Review,Other execution delay,No Major Intervention,Not Applicable
HIST-00900,Telangana Rail Line Doubling - Phase 1,Railways,Telangana,878.3,878.3,51,64,100.0,94.4,9,0,0,0,0,0,-1.9,1,0.0,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00901,Bihar Smart City Development - Phase 2,Urban Development,Bihar,312.3,334.1,69,83,86.4,97.0,16,0,0,0,1,0,3.4,0,7.1,Completed with Cost Overrun,No material delay,Additional Funding Approval,No Significant Improvement
HIST-00902,Tamil Nadu Water Supply Augmentation - Phase 3,Water Resources,Tamil Nadu,810.4,872.6,68,66,100.0,100.0,17,0,0,1,0,1,-0.4,0,4.8,Completed,No material delay,Contractor Replacement,Successful
HIST-00903,Rajasthan Airport Cargo Complex - Phase 1,Airports,Rajasthan,385.7,402.9,22,54,96.4,88.0,8,1,0,0,0,1,5.3,0,4.0,Completed,No material delay,Contractor Replacement,No Significant Improvement
HIST-00904,Maharashtra Affordable Housing Scheme - Phase 2,Urban Development,Maharashtra,549.4,554.7,49,30,60.6,57.4,12,0,0,0,0,0,-0.2,0,0.5,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00905,Maharashtra Port Terminal Expansion - Phase 3,Ports,Maharashtra,148.2,151.9,69,51,54.7,60.9,20,0,0,0,0,0,-7.4,1,2.3,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00906,Jharkhand River Interlinking Scheme - Phase 2,Water Resources,Jharkhand,76.2,77.9,47,14,39.0,58.3,12,0,1,0,0,0,1.5,1,0.7,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00907,Maharashtra Ring Road Development - Phase 2,Roads,Maharashtra,1184.7,1406.5,34,42,88.1,81.9,7,4,1,0,0,1,11.6,12,18.0,Delayed,Land acquisition,Land Acquisition Task Force,No Significant Improvement
HIST-00908,Gujarat Ring Road Development - Phase 1,Roads,Gujarat,652.7,684.0,42,55,99.2,92.1,11,0,1,0,0,0,-3.4,2,4.7,Delayed,Land acquisition,No Major Intervention,Not Applicable
HIST-00909,Telangana Freight Corridor Development - Phase 3,Railways,Telangana,1725.3,1940.7,45,57,100.0,100.0,10,1,1,0,0,1,4.9,7,11.6,Delayed,Land acquisition,No Major Intervention,Not Applicable
HIST-00910,Telangana State Highway Upgradation - Phase 2,Roads,Telangana,224.5,224.5,49,48,100.0,100.0,8,0,0,0,0,0,1.3,0,0.0,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00911,Tamil Nadu Metro Rail Extension - Phase 2,Railways,Tamil Nadu,561.7,598.3,27,20,79.1,84.3,6,0,0,0,0,0,-3.5,0,5.6,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00912,West Bengal Ring Road Development - Phase 1,Roads,West Bengal,713.5,720.3,43,57,100.0,100.0,12,1,0,0,0,0,1.1,0,1.3,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00913,Haryana Expressway Corridor - Phase 3,Roads,Haryana,107.5,115.1,44,39,94.8,88.9,9,0,1,0,1,0,10.8,0,4.9,Under Review,No material delay,Additional Funding Approval,Partially Successful
HIST-00914,Madhya Pradesh Smart City Development - Phase 3,Urban Development,Madhya Pradesh,58.6,61.6,62,30,41.2,26.4,18,1,0,0,1,0,0.1,0,4.8,Under Review,No material delay,Additional Funding Approval,No Significant Improvement
HIST-00915,Jharkhand Water Supply Augmentation - Phase 2,Water Resources,Jharkhand,166.8,174.8,45,51,100.0,95.8,11,0,1,0,0,0,4.8,1,5.2,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00916,Uttar Pradesh State Highway Upgradation - Phase 3,Roads,Uttar Pradesh,1063.6,1063.6,33,66,100.0,100.0,10,1,0,0,0,0,3.0,5,1.2,Delayed,Other execution delay,No Major Intervention,Not Applicable
HIST-00917,Karnataka National Highway Widening - Phase 2,Roads,Karnataka,362.8,385.6,47,33,77.2,69.2,10,2,0,1,0,0,7.6,7,6.8,Under Review,Milestone slippage,Inter-Department Coordination,No Significant Improvement
HIST-00918,Jharkhand Solar Power Park - Phase 2,Power,Jharkhand,662.1,729.7,45,82,100.0,100.0,13,2,0,0,0,1,7.2,0,6.5,Completed with Cost Overrun,No material delay,Contractor Replacement,Partially Successful
HIST-00919,Gujarat Irrigation Canal Modernisation - Phase 1,Water Resources,Gujarat,242.6,243.2,60,41,70.1,80.1,15,2,0,0,0,0,-0.3,0,2.8,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00920,Odisha Port Terminal Expansion - Phase 1,Ports,Odisha,379.5,429.9,40,6,11.6,11.8,8,3,0,1,0,1,5.4,1,13.4,Under Review,No material delay,Contractor Replacement,No Significant Improvement
HIST-00921,Uttar Pradesh Irrigation Canal Modernisation - Phase 2,Water Resources,Uttar Pradesh,450.2,469.3,31,17,59.3,61.6,7,0,0,1,0,0,9.3,0,5.5,Completed with Cost Overrun,No material delay,No Major Intervention,Not Applicable
HIST-00922,Jharkhand Urban Renewal Mission - Phase 3,Urban Development,Jharkhand,158.4,158.4,63,18,34.6,38.6,12,1,0,0,0,0,4.0,0,0.0,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00923,Bihar Sewerage Network Upgrade - Phase 3,Urban Development,Bihar,123.5,133.7,42,78,100.0,100.0,11,0,1,1,0,0,9.3,11,9.4,Delayed,Land acquisition,No Major Intervention,Not Applicable
HIST-00924,Rajasthan Sewerage Network Upgrade - Phase 3,Urban Development,Rajasthan,88.6,99.7,57,77,100.0,100.0,13,1,1,0,1,0,4.1,0,8.0,Completed with Cost Overrun,No material delay,Land Acquisition Task Force,Successful
HIST-00925,Bihar National Highway Widening - Phase 3,Roads,Bihar,310.7,323.5,40,15,44.7,39.7,11,0,0,1,0,0,-1.6,1,4.8,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00926,Madhya Pradesh Ring Road Development - Phase 3,Roads,Madhya Pradesh,83.6,95.1,38,44,97.9,93.6,10,0,1,0,0,0,6.5,0,14.0,Completed with Cost Overrun,No material delay,No Major Intervention,Not Applicable
